,title,price,link
70,"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/MSO 21/1Yr ADP Free/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN  ","87,190",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzcyOTE4MjA1NzY0MDAxOjE3MzIwMzQ1NDA6c3BfbXRmOjMwMDIwNTU1OTY3ODEzMjo6MDo6&url=%2FLenovo-i5-13450HX-300Nits-Graphics-83DV007GIN%2Fdp%2FB0D49W5KZP%2Fref%3Dsr_1_123_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034540%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
71,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Mon. Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS00CKIN  ","64,989",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzcyOTE4MjA1NzY0MDAxOjE3MzIwMzQ1NDA6c3BfbXRmOjMwMDI2MjU3MDczNTQzMjo6MDo6&url=%2FLenovo-i5-12450HX-39-6cm-300Nits-83GS00CKIN%2Fdp%2FB0D8L6R3T3%2Fref%3Dsr_1_124_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034540%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
72,"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/3 Mon. Game Pass/1Yr ADP Free/Grey/2.4Kg), 83GS00CKIN  ","64,989",https://amazon.in//Lenovo-i5-12450HX-39-6cm-300Nits-83GS00CKIN/dp/B0D8L6R3T3/ref=sr_1_125?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-125
73,"MSI Titan 18 HX, Intel 14th Gen. i9-14900HX, 45.72CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4080, /Core Black/3.6Kg), A14VHG-207IN  ","3,89,990",https://amazon.in//MSI-i9-14900HX-45-72CM-MiniLED-A14VHG-207IN/dp/B0CV75ZNX4/ref=sr_1_126?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-126
74,"ASUS Vivobook 15 Thin and Light Laptop, Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, 60Hz (16GB RAM/512GB/Windows 11/Office 2021/Blue/1.7 kg), X1502ZA-EJ541WS  ","53,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ541WS/dp/B0C7H6SSC8/ref=sr_1_127?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-127
75,"HP 15s Ryzen 5 (8GB RAM/512GB SSD/FHD/Windows 11/ MS Office/Numeric Keyboard /15.6""(39.6cm)/Silver/1.69 kg) eq2144AU Laptop  ","36,630",https://amazon.in//HP-15-6-inch-graphics-speakers-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_128?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-128
76,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ","66,190",https://amazon.in//Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_18?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.gZoZh4KP_9xAMP4BMWxHmkbOlf6_ck-voh6UnfZnbkzW21vH1RhQwc0znbcJTQiC4kf5fpmq-jARJV-4Iw9IsD6tbtsNxIxmoTILXiShQCEm8kRVz512NP_9tbGlmguv5VVzuW5K8WhkVBbsi7bGP34pKQDh1yalKb5KS1nHwPdoYg9nQWvQdgfkVClzytlyZXce0xeNXpHUJrkpjI5cVog3L_-YXkEz2P6TbBM53ds.BMYd6c19-G04ZuBSP0PxfrtiguYcP6-zIdRXkjyKTPs&dib_tag=se&keywords=laptop&qid=1732034510&sprefix=laptops%2Caps%2C111&sr=8-18
77,"Acer Aspire 3 Intel Core i3-1215U Processor Laptop with 35.56 cm (14"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/Intel Graphics/Win11 Home/65W) A324-51, Steel Gray, 1.45KG  ","27,890",https://amazon.in//Acer-i3-1215U-Processor-LED-Backlit-A324-51/dp/B0D817J16G/ref=sr_1_129?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-129
78,"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/1 TB SSD/Windows 11/MS Office/Graphite/1.17Kg), NP940XFG-KC5IN  ","98,999",https://amazon.in//Samsung-35-56cm-Dynamic-Graphite-NP940XFG-KC5IN/dp/B0BSH521SV/ref=sr_1_130?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-130
79,"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port  ","56,300",https://amazon.in//Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_131?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-131
80,"HP OMEN Gaming Laptop, AMD Ryzen 9 7940HS AI-Powered, 8GB RTX 4070 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.38 kg), xf0100AX  ","1,66,990",https://amazon.in//HP-AI-Powered-16-1-inch-Backlit-xf0100AX/dp/B0D1BT9SXF/ref=sr_1_132?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo&dib_tag=se&keywords=laptop&qid=1732034540&sprefix=laptops%2Caps%2C111&sr=8-132
81,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Silver  ","1,34,900",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzcyOTE4MjA1NzY0MDAxOjE3MzIwMzQ1NDA6c3BfYnRmOjMwMDM5Mjk2MzMyOTYzMjo6MDo6&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0DLHY232V%2Fref%3Dsr_1_133_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034540%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
82,"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8â€‘core CPU and 8â€‘core GPU, 16GB Unified Memory, 256GB) - Silver  ","1,14,900",https://amazon.in//sspa/click?ie=UTF8&spc=MToyNzcyOTE4MjA1NzY0MDAxOjE3MzIwMzQ1NDA6c3BfYnRmOjMwMDM5Mjk2MzMyNzczMjo6MDo6&url=%2FApple-MacBook-13-inch-8%25E2%2580%2591core-Unified%2Fdp%2FB0DLHTFPXP%2Fref%3Dsr_1_134_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.RK-PFsVVN3VWLHfypFP68wzkUeYzgXLZJnTSOPBuzv8HFTUoybHM9ngvxBMecrmJvGM2ae5BN1ljx8WaQw_GdAX1GY2g56Y2CZgtjo0xzvNkvDVEcjCI0qu_f1HPqAD88ihT1Aq9TBneZ-WCBvwpattbpVcRqLcC49-4bYKd9xEuU--6g83S5vM7FkC96wmZJyQWEaOXst6zX-YowxJrROCD2I5r4BiyHrdEyMIZ9uw.kWQL08_a1W0tMpP-WbIW8gQV0dssLfnv4NCVKPBVSQo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034540%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
83,"Apple 2024 MacBook Air 15â€³ Laptop with M3 chip: 38.91 cm (15.3â€³) Liquid Retina Display, 24GB Unified Memory, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Silver  ","1,74,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzg5MTIzNzAzMzI1MTgwOjE3MzIwMzQ1NDQ6c3BfYXRmX25leHQ6MzAwMzkyOTYzMzMwMTMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-chip%2Fdp%2FB0DLJCCPHW%2Fref%3Dsr_1_129_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034544%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
84,"Apple 2024 MacBook Pro Laptop with M4 chip with 10â€‘core CPU and 10â€‘core GPU: Built for Apple Intelligence, 35.97 cm (14.2â€³) Liquid Retina XDR Display, 16GB Unified Memory, 1TB SSD Storage; Silver  ","1,89,900",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4Nzg5MTIzNzAzMzI1MTgwOjE3MzIwMzQ1NDQ6c3BfYXRmX25leHQ6MzAwMzkyOTYzMzI4NjMyOjowOjo&url=%2FApple-2024-MacBook-Laptop-10%25E2%2580%2591core%2Fdp%2FB0DLHGKDXH%2Fref%3Dsr_1_130_sspa%3Fcrid%3D2PE3NWMB9DUYX%26dib%3DeyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732034544%26sprefix%3Dlaptops%252Caps%252C111%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
85,"ASUS Vivobook 16"" FHD+ (1920 x 1200), 60Hz 300nits, Core i5-12500H, (16GB RAM/512GB SSD/Intel Iris Xáµ‰ Graphics/Win 11/Office Home/Fingerprint/42WHr Battery/Transparent Silver/1.88kg), X1605ZAC-MB541WS  ","54,990",https://amazon.in//ASUS-i5-12500H-Fingerprint-Transparent-X1605ZAC-MB541WS/dp/B0DGLCTZXX/ref=sr_1_131?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-131
86,"FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop (14 Inch, Matt Black, 1.2 kg)  ","12,990",https://amazon.in//FUTOPIA-Ultimus-2-4GHz-Storage-NU14U3CNC43BN-MB/dp/B0D98DS8ZR/ref=sr_1_132?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-132
87,"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD Graphics)  ","13,999",https://amazon.in//Refurbished-HP-EliteBook-Windows-Graphics/dp/B0DKT4SRBV/ref=sr_1_19?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.gZoZh4KP_9xAMP4BMWxHmkbOlf6_ck-voh6UnfZnbkzW21vH1RhQwc0znbcJTQiC4kf5fpmq-jARJV-4Iw9IsD6tbtsNxIxmoTILXiShQCEm8kRVz512NP_9tbGlmguv5VVzuW5K8WhkVBbsi7bGP34pKQDh1yalKb5KS1nHwPdoYg9nQWvQdgfkVClzytlyZXce0xeNXpHUJrkpjI5cVog3L_-YXkEz2P6TbBM53ds.BMYd6c19-G04ZuBSP0PxfrtiguYcP6-zIdRXkjyKTPs&dib_tag=se&keywords=laptop&qid=1732034510&sprefix=laptops%2Caps%2C111&sr=8-19
88,"HP Pavilion 14 Touchscreen 12th Gen Intel Core i5-1235U,14-inch (35.6 cm),FHD,16GB DDR4, 512GB SSD, Intel Iris Xáµ‰ Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.41 kg), dv2041TU  ","61,499",https://amazon.in//HP-Pavilion-i5-1235U-Touchscreen-Graphics/dp/B0BWSGZFYR/ref=sr_1_133?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-133
89,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, 9ms Response time, Dual Speakers (Blue, 2.37 kg), fb0106AX  ","59,990",https://amazon.in//HP-GeForce-Graphics-Response-15-fb0106AX/dp/B0BWS9YNCX/ref=sr_1_134?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-134
90,"Acer ALG Gaming Laptop 13th Gen Intel Core i7 Processor (16GB DDR4/512GB SSD/6GB RTX3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-53, 39.62cm (15.6"") FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","70,990",https://amazon.in//Acer-Processor-Graphics-Win11Home-AL15G-53/dp/B0DFHFCS4Y/ref=sr_1_135?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-135
91,"Dell Alienware x14 R2 Gaming Laptop, Intel Core i7-13620H/32GB/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/14'' (35.56Cms) QHD+ 165Hz, 3ms, 300nits/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.08Kgs  ","2,00,335",https://amazon.in//Dell-Alienware-x14-R2-i7-13620H/dp/B0C4ZP6QX5/ref=sr_1_136?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-136
92,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4060) PHN16-72 with 40.64 cm (16"") WQXGA Display  ","1,39,990",https://amazon.in//Acer-Predator-Processor-Windows-PHN16-72/dp/B0CXPXW4VY/ref=sr_1_137?crid=2PE3NWMB9DUYX&dib=eyJ2IjoiMSJ9.nk8J2RUQCgIgSaXQEWeff1I2LueYeCAU5e3ayDu6y1BY-98JqkAcb8EfEN4fJOJ5sdJRg6SXAON9OeV-_JnkLmrWfwGOORq1rh3cgdOn4-Li3Hzhv972wq2rFkkUnQmFvhnEMoBaMIrlWqsPuXLPCNATp_5WO2tuPGkAQJ5H-uKs-6NOIsuzmzw9xTQVgzm1SwvBsR4puOXC-SKhuYZjbxFfzgdlHHk18USLdejAk-I.xqmc7I51_yWMCToh6sabLz_T-2GYov3cQ6EwSZ4a7Ho&dib_tag=se&keywords=laptop&qid=1732034544&sprefix=laptops%2Caps%2C111&sr=8-137
